         77.00000000          9.73019758
         77.12000000         19.06919245
         77.24000000         37.79029945
         77.36000000         74.78846781
         77.48000000        143.73239835
         77.60000000        263.49509725
         77.72000000        459.17331367
         77.84000000        764.27801758
         77.96000000       1224.14533308
         78.08000000       1900.01770760
         78.20000000       2870.71143181
         78.32000000       4225.52541475
         78.44000000       6046.26174662
         78.56000000       8390.32281430
         78.68000000      11291.31239509
         78.80000000      14771.13591890
         78.92000000      18834.02966457
         79.04000000      23430.34280818
         79.16000000      28423.11939149
         79.28000000      33596.27165492
         79.40000000      38690.34232117
         79.52000000      43421.84151296
         79.64000000      47486.49257913
         79.76000000      50587.34401463
         79.88000000      52494.82953551
         80.00000000      53093.98561275
         80.12000000      52384.80099409
         80.24000000      50452.78382992
         80.36000000      47441.04036244
         80.48000000      43532.09081539
         80.60000000      38941.02398920
         80.72000000      33919.85912169
         80.84000000      28751.06667809
         80.96000000      23711.69050079
         81.08000000      19029.10108961
         81.20000000      14859.18313104
         81.32000000      11287.77225889
         81.44000000       8340.64462260
         81.56000000       5995.55774135
         81.68000000       4195.36014065
         81.80000000       2861.11475348
         81.92000000       1904.73950468
         82.04000000       1239.87219550
         82.16000000        789.38973685
         82.28000000        489.99017750
         82.40000000        294.25638087
         82.52000000        169.27946988
         82.64000000         92.54820742
         82.76000000         47.96004454
         82.88000000         23.66214236
         83.00000000         11.22165871
